#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
HSCJ1419+5221,214.854089,52.364219,-99.000,-99.000,0.67,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
113731+002951,174.381860,0.497680,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
144405+000656,221.024390,0.115740,-99.000,-99.000,0.72,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10"
HSCJ0908+0115,137.073005,1.250825,-99.000,-99.000,0.71,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
141820+000746,214.583940,0.129540,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
230224+004449,345.601010,0.746960,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232705+001126,351.772680,0.190780,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1233-0028,188.478362,-0.470369,-99.000,-99.000,0.67,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
114537+003827,176.405300,0.640900,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
220836+061111,332.151790,6.186640,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
140115+004537,210.315200,0.760390,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
152514+441507,231.308710,44.252130,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
221542+043419,333.926510,4.572210,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
220621+043817,331.591390,4.638090,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1600+4345,240.220909,43.757603,-99.000,-99.000,0.74,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ2235-0046,338.906999,-0.772675,-99.000,-99.000,0.28,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
140306+005702,210.775180,0.950710,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015644-055836,29.187170,-5.976750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
234002+005338,355.011570,0.894100,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222305+004734,335.772730,0.793000,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
124202+014141,190.509400,1.694840,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
155801+421049,239.505120,42.180540,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
095724+004906,149.352320,0.818540,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
220737+010925,331.906440,1.157180,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232535+010238,351.398500,1.044140,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
120617+004850,181.572830,0.813990,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
143042+004440,217.678200,0.744500,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
145731+002653,224.381600,0.448150,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0904+0003,136.243772,0.060635,-99.000,-99.000,0.69,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
115814+011304,179.560870,1.217850,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
000549+011632,1.456420,1.275710,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222047+031337,335.196480,3.227030,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
230445+024356,346.188410,2.732490,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
140034+010256,210.144480,1.049040,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090010+024554,135.043289,2.765002,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
235614+023115,359.059230,2.521070,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
092647+050003,141.699020,5.000850,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
021902-043931,34.760070,-4.658830,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
094857+003655,147.240030,0.615480,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091105+004747,137.771970,0.796620,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
000659+003955,1.749120,0.665400,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
225306+055349,343.276150,5.896960,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
141454+002912,213.727042,0.486822,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,C,C,SuGOHI1
120401+004740,181.004620,0.794720,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
145331-012113,223.379970,-1.353680,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015700-040107,29.252020,-4.018720,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232049+001440,350.208270,0.244670,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
233053-000059,352.722590,-0.016500,-99.000,-99.000,0.69,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
121638+002619,184.160950,0.438820,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
124607+001708,191.532730,0.285750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
022046-043720,35.194447,-4.622251,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
091606+030921,139.026870,3.155930,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
161941+425131,244.923828,42.858852,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
023444-064832,38.684320,-6.809070,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"Gavazzi2014 SuGOHI10"
124938-000609,192.408960,-0.102760,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
230825+015305,347.106340,1.884960,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
233917+013331,354.821320,1.558640,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ2329+0012,352.346089,0.205168,-99.000,-99.000,0.46,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
222119+040649,335.333250,4.113740,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1419+0056,214.976617,0.948601,-99.000,-99.000,0.97,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ1542+4230,235.724670,42.511328,-99.000,-99.000,0.48,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
022955-044230,37.481690,-4.708340,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0215-0430,33.971596,-4.504568,-99.000,-99.000,0.46,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ0901+0343,135.434381,3.722027,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
150543+441003,226.431960,44.167580,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
233111+013216,352.796580,1.537900,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015745-055951,29.440370,-5.997630,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
141457-000811,213.738060,-0.136400,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232715+003059,351.813840,0.516530,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023007-051955,37.532982,-5.332098,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
230632+005801,346.633500,0.967160,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
145735+005219,224.397030,0.872080,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160538+421750,241.411200,42.297380,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
092956-000648,142.483380,-0.113460,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222555+004320,336.479950,0.722274,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,C,C,SuGOHI1
221134-003335,332.893810,-0.559930,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
224726+004031,341.859490,0.675400,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
143625-000540,219.108110,-0.094610,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
135140-000831,207.920770,-0.142140,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
113011+013827,172.545800,1.640800,-99.000,-99.000,0.42,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
221651+020620,334.215040,2.105670,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0927-0156,141.875392,-1.940354,-99.000,-99.000,0.68,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
220323+040449,330.847170,4.080380,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
094947+004148,147.448560,0.696750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091022+024106,137.594570,2.685000,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1350-0121,207.583333,-1.366087,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
142137+001945,215.404420,0.329400,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
223935+024454,339.898520,2.748370,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222349+035912,335.958200,3.986900,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0102+0158,15.659756,1.982769,0.869,1.817,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,"HOLISMOKES6+13 DES"
HSCJ1203-0115,180.777760,-1.258203,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
120037+005641,180.158090,0.944860,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,"HOLISMOKES6+13 SuGOHI10"
141437+011603,213.654200,1.267540,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10"
141420-001109,213.583630,-0.186000,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142543-014001,216.431710,-1.667190,-99.000,-99.000,0.70,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
123049+001442,187.707250,0.245210,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
120415+000728,181.063260,0.124688,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,C,C,SuGOHI1
234324+001037,355.852160,0.176950,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
163321+431500,248.337600,43.250100,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
083212+010935,128.053280,1.159810,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
153104+433831,232.767350,43.641980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
141938+011350,214.910760,1.230720,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
092840-001344,142.169240,-0.228980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142911+001148,217.299380,0.196740,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091940-005459,139.917927,-0.916536,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,C,C,SuGOHI1
144741-000455,221.923360,-0.082140,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
224334+042636,340.892350,4.443490,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023857-060927,39.740410,-6.157750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
083155+020442,127.980164,2.078417,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
120500+010346,181.251450,1.062870,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142923+431455,217.347110,43.248620,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0952+0001,148.196222,0.022029,-99.000,-99.000,0.67,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ1421-0130,215.420782,-1.516078,-99.000,-99.000,0.68,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
085352+024240,133.469720,2.711300,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
224039+024220,340.163666,2.705691,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
221304+023534,333.268433,2.592933,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
222218+032408,335.577860,3.402340,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160744+432935,241.936880,43.493230,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
143120+011724,217.836140,1.290130,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
233156+003828,352.986040,0.641280,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
085738+010250,134.409560,1.047380,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
090402+031403,136.008760,3.234220,-99.000,-99.000,0.68,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES13 SuGOHI10"
160438+431255,241.160840,43.215430,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
020123-070103,30.346573,-7.017733,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
221533+004139,333.890530,0.694230,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142207+001016,215.530380,0.171310,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
223656+040635,339.236390,4.109770,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
120358+004401,180.993390,0.733860,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
091158+004605,137.995530,0.768100,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
011730+020737,19.378970,2.127150,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
124928-005835,192.366760,-0.976420,-99.000,-99.000,0.68,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES13 SuGOHI10"
113634+003937,174.142550,0.660290,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
141435+012641,213.645905,1.444798,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
120440+011820,181.168340,1.305580,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015902-051417,29.762390,-5.238230,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090618+002122,136.577610,0.356320,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
115753+011430,179.471640,1.241700,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
144839+425739,222.166420,42.960840,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160219+425714,240.579800,42.954070,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
154654+435237,236.725693,43.876968,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
140704+004415,211.767760,0.737680,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
151833+430702,229.641400,43.117390,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,SuGOHI10
141613+435408,214.056700,43.902390,-99.000,-99.000,0.68,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232944+023110,352.433950,2.519610,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
122412+011712,186.052480,1.286700,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES13 SuGOHI10"
HSCJ1134+0051,173.610726,0.858521,-99.000,-99.000,0.73,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
143446+424423,218.694970,42.739860,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
163811+440501,249.546490,44.083780,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015824-021512,29.600140,-2.253520,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015507-052059,28.780670,-5.349810,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
022449-030955,36.204940,-3.165380,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
121330-005139,183.375510,-0.860920,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
140901-011257,212.256780,-1.215880,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
085020+014258,132.585730,1.716300,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090218+013044,135.578290,1.512360,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023053-030832,37.722360,-3.142270,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015742-021315,29.427500,-2.220950,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023158-031935,37.994267,-3.326585,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
091337-010757,138.404710,-1.132620,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160042+432503,240.175890,43.417770,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
020332-054340,30.884470,-5.727870,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
114258-010914,175.744614,-1.154154,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
115844-013211,179.687170,-1.536510,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
115210-021409,178.043730,-2.236040,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
142431+441705,216.132460,44.284900,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015846-063010,29.694910,-6.502810,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0008+0013,2.028481,0.228258,-99.000,-99.000,0.73,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
221515+004036,333.815060,0.676870,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023152-055233,37.967120,-5.875864,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,C,C,SuGOHI1
113739+013640,174.416620,1.611280,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232317+010936,350.822770,1.160260,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
020039-061751,30.163850,-6.297770,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
HSCJ1214+0133,183.544531,1.553775,-99.000,-99.000,0.87,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
140640-010811,211.668470,-1.136530,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232116+004046,350.319220,0.679590,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
144329+442311,220.872260,44.386550,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
011138+014104,17.909870,1.684520,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090624+014919,136.601960,1.822070,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1156-0039,179.220343,-0.664249,-99.000,-99.000,1.37,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
222252+042123,335.720700,4.356490,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1420+0019,215.009910,0.319092,-99.000,-99.000,1.72,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ0238-0545,39.573401,-5.766033,-99.000,-99.000,1.76,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,HOLISMOKES6+13
224821+025824,342.090680,2.973440,-99.000,-99.000,1.10,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
095719+015706,149.331150,1.951750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
092802-015242,142.011750,-1.878520,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015633-022520,29.138870,-2.422360,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
114835-015404,177.149690,-1.901180,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1134-0122,173.723005,-1.380451,-99.000,-99.000,0.60,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
020321-065249,30.841160,-6.880550,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
085851+024608,134.714960,2.769010,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222943+033417,337.430440,3.571530,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091719+033410,139.330850,3.569540,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
112738-022130,171.910400,-2.358300,-99.000,-99.000,0.60,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
223907+015051,339.783190,1.847620,-99.000,-99.000,0.60,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021240-053555,33.170550,-5.598710,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091105+031921,137.774110,3.322740,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1231-0135,187.897508,-1.594269,-99.000,-99.000,0.88,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
223215+033312,338.064560,3.553410,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015930-063450,29.875880,-6.580700,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1502+4420,225.539208,44.338087,-99.000,-99.000,0.60,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
